publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Clouds and Blue,Clouds and Blue,413540,Recourse,$10~$20,"Single-player, Multi-player, Co-op, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Casual, Puzzle, Adventure, Co-op","0 .. 20,000",100,2016-Autumn
noiarc,noiarc,434970,That Dam Level redux,Under $10,"Single-player, Steam Achievements, Full controller support, Family Sharing","Action, Indie",FALSE,"Indie, Layed-Back, 2D, Historical/Old-Times, Inclusivity, Action, Difficult, Sandbox/Building, Unique-aspects, Single-Player, High-Quality, Unique-Style","0 .. 20,000",66,2016-Autumn
Wheat Muffin Games,Wheat Muffin Games,434390,Lost Bros,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Adventure, Unique-aspects, Action","0 .. 20,000",77,2016-Autumn
Shadowprerequisite,Shadowprerequisite,443850,Tross,Under $10,"Single-player, Steam Achievements, Full controller support, Family Sharing","Action, Indie",FALSE,"Indie, Difficult, Action","0 .. 20,000",39,2016-Autumn
Creative Storm Entertainment,Creative Storm Entertainment,442500,Age of Gladiators,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Indie, RPG, Simulation, Sports, Strategy",FALSE,"Indie, Layed-Back, Casual, Historical/Old-Times, Turn-based, Realistic/Sim, Sports, RPG, Single-Player, High-Quality, Strategy","100,000 .. 200,000",78,2016-Autumn
8Floor,Creobit,444280,Alice's Patchwork,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Casual, Strategy",FALSE,"Casual, 2D, Difficult, Puzzle, PvE, Fantasy, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Comedy, Strategy","50,000 .. 100,000",84,2016-Autumn
littleGigantic,littleGigantic,434700,Forgotten Ball,Under $1,"Single-player, Steam Achievements, Partial controller support, Family Sharing",Indie,FALSE,"Indie, Layed-Back, Puzzle","0 .. 20,000",81,2016-Autumn
Thalamus Digital,Philip Bak,381320,Bezier,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Action, Indie",FALSE,"Indie, 2D, Action, Unique-aspects, Shooter, High-Quality, Single-Player, Sci-fi","20,000 .. 50,000",77,2016-Autumn
Excalibur Publishing,Odin Game Studio,352950,Better Late Than DEAD,Under $10,"Single-player, Multi-player, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Mature, Third Person, Action, Difficult, Co-op, Early Access, Sandbox/Building, Fantasy, Realistic/Sim, Single-Player, Adventure, Multiplayer, First Person, Exploration","50,000 .. 100,000",28,2016-Autumn
Excalibur Publishing,12 Hit Combo,407830,Space Overlords,Under $10,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play Together, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Third Person, Action, Multiplayer, PvP, Adventure, Sci-fi","0 .. 20,000",30,2016-Autumn
Karaokulta Games,EfrenStudios,355560,Trigger Runners,Under $10,"Single-player, Family Sharing","Action, Adventure, Indie, Racing",FALSE,"Indie, Action, Shooter, Adventure, Racing","0 .. 20,000",76,2016-Autumn
Ravegan,Ravegan,402340,Blue Rider,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Action, Indie",FALSE,"Indie, Action, Unique-aspects, Single-Player, Shooter, Sci-fi","0 .. 20,000",88,2016-Autumn
Science: Gamed,Science: Gamed,374620,S.O.R.S,Under $10,"Single-player, Steam Achievements, Stats, Family Sharing","Adventure, Indie, Simulation",FALSE,"Indie, Adventure, Realistic/Sim","0 .. 20,000",58,2016-Autumn
mPower Games Studio,mPower Games Studio,432290,Elemental Heroes,Free,"Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","Free to Play, Indie, Massively Multiplayer, RPG, Strategy",FALSE,"Indie, Turn-based, RPG, Multiplayer, Strategy","50,000 .. 100,000",59,2016-Autumn
Pixelated Panties,Pixelated Panties,440380,Super Kitty Boing Boing,Under $10,"Multi-player, PvP, Split Screen PvP, Co-op, Steam Trading Cards, Partial controller support, Remote Play Together, Family Sharing","Action, Indie",FALSE,"Indie, Co-op, Unique-Style, Action","0 .. 20,000",40,2016-Autumn
United Independent Entertainment,Little Freedom Factory,446480,New York Bus Simulator,Under $10,"Single-player, Family Sharing",Simulation,FALSE,Realistic/Sim,"0 .. 20,000",18,2016-Autumn
United Independent Entertainment,Little Freedom Factory,446470,New York Taxi Simulator,Under $10,"Single-player, Family Sharing",Simulation,FALSE,Realistic/Sim,"0 .. 20,000",24,2016-Autumn
United Independent Entertainment,United Independent Entertainment,446440,Doctor Watson - The Riddle of the Catacombs,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Casual, Story-driven, Puzzle, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Exploration","20,000 .. 50,000",8,2016-Autumn
SiBear Games,SiBear Games,449350,Backstreets of the Mind,Under $10,"Single-player, Steam Achievements, Family Sharing",Casual,FALSE,"Indie, Puzzle, Casual","0 .. 20,000",60,2016-Autumn
Afterthought Studios,Fervent,421670,CUPID - A free to play Visual Novel,Free,"Single-player, Steam Achievements","Free to Play, Indie, RPG, Simulation",FALSE,"Indie, Gore, Inclusivity, Mature, Horror/Mystery, Romance, Realistic/Sim, Single-Player, RPG, Unique-Style, Story-driven","100,000 .. 200,000",86,2016-Autumn
Rad Dragon,Rad Dragon,420160,Alphabeats: Master Edition,Under $10,"Single-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Casual, Action, Puzzle, High-Quality","0 .. 20,000",64,2016-Autumn
Marjupi Games,Paul Bird,389510,Wild Animal Racing,Under $10,"Single-player, Multi-player, PvP, Online PvP, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","Action, Casual, Indie, Racing, Simulation, Sports",FALSE,"Indie, Gore, Mature, Casual, Action, Difficult, Horror/Mystery, Unique-aspects, Fantasy, Sports, High-Quality, Comedy, Multiplayer, First Person, Racing","50,000 .. 100,000",92,2016-Autumn
AAD Productions,Illuminated Games,427860,The Next World,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Casual, Unique-Style, Adventure, Sci-fi, Strategy","20,000 .. 50,000",72,2016-Autumn
Ubisoft,Massive Entertainment,365590,Tom Clancy’s The Division™,$20~$30,"Single-player, Multi-player, Co-op, Steam Trading Cards, In-App Purchases","Action, Adventure, RPG",FALSE,"Warfare, Third Person, Action, Difficult, First Person, Co-op, Rogue, Shooter, RPG, Single-Player, High-Quality, Adventure, Multiplayer, Strategy, Exploration","5,000,000 .. 10,000,000",69,2016-Autumn
Bulldog Interactive,Bulldog Interactive,366690,Cue Club 2: Pool & Snooker,$10~$20,"Single-player, Multi-player, PvP, Online PvP, Split Screen PvP, Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Commentary available, Remote Play Together, Family Sharing","Action, Casual, Indie, Simulation, Sports, Strategy",FALSE,"Indie, Casual, 2D, 3D, PvP, Unique-aspects, Realistic/Sim, Sports, Single-Player, Multiplayer, First Person","100,000 .. 200,000",88,2016-Autumn
"Wise Wizard Games, LLC","Wise Wizard Games, LLC",438140,Star Realms,Free,"Single-player, Multi-player, Cross-Platform Multiplayer, Remote Play Together",Strategy,FALSE,"Indie, Action, Puzzle, Multiplayer, Turn-based, Sandbox/Building, Single-Player, Sci-fi, Strategy","200,000 .. 500,000",86,2016-Autumn
Aksys Games,Acquire,322630,Mind Zero,$10~$20,"Single-player, Steam Achievements, Partial controller support, Steam Cloud, Family Sharing",RPG,FALSE,"Fantasy, RPG, Unique-Style","0 .. 20,000",43,2016-Autumn
Big Fish Games,Big Fish Studios,451140,Drawn®: Dark Flight™ Collector's Edition,Under $10,"Single-player, Family Sharing","Casual, Simulation, Strategy",FALSE,"Puzzle, Realistic/Sim, Casual, Strategy","0 .. 20,000",70,2016-Autumn
Headup Publishing,Aesir Interactive,336030,Race.a.bit,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial controller support, Stats, Includes level editor, Family Sharing","Indie, Racing",FALSE,"Indie, Unique-aspects, Racing, Sandbox/Building","20,000 .. 50,000",71,2016-Autumn
Big Ant Studios,Big Ant Studios,353890,Casey Powell Lacrosse 16,$10~$20,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",Sports,FALSE,"Sports, Realistic/Sim, Action","0 .. 20,000",79,2016-Autumn
dwCrew,dwCrew,397860,Carnivore Land,Under $10,"Single-player, Multi-player, Co-op, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Stats, Remote Play Together, Family Sharing","Action, Indie",FALSE,"Indie, Fantasy, Shooter, Action","0 .. 20,000",90,2016-Autumn
Luke Godfrey,Luke Godfrey,448010,RePete,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Puzzle","0 .. 20,000",80,2016-Autumn
DEVGRU-P,DEVGRU-P,379980,Panzermadels: Tank Dating Simulator,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Casual, Indie, RPG, Simulation",FALSE,"Indie, Warfare, Casual, Mature, Historical/Old-Times, Gore, Inclusivity, Romance, Unique-aspects, Realistic/Sim, RPG, Unique-Style, Comedy, Adventure, Story-driven","20,000 .. 50,000",92,2016-Autumn
United Independent Entertainment,United Independent Entertainment,446430,Doctor Watson - Treasure Island,Under $10,"Single-player, Family Sharing",Casual,FALSE,"Puzzle, Casual","0 .. 20,000",0,2016-Autumn
OtakuMaker SARL,XiNFiNiTY Games,448790,Infinity Wings - Scout & Grunt,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Casual, Historical/Old-Times, 2D, Action, Unique-aspects, Realistic/Sim, Shooter, Single-Player, High-Quality, Unique-Style, Comedy, Sci-fi, Strategy","20,000 .. 50,000",59,2016-Autumn
Hungry Planet Games,Hungry Planet Games,357490,Astroloco: Worst Contact,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available, Family Sharing","Adventure, Indie",FALSE,"Indie, Casual, Adventure, Comedy, Sci-fi","0 .. 20,000",79,2016-Autumn
Forever Entertainment S. A.,MMEU,448000,Sparkle ZERO,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Indie, Simulation",FALSE,"Indie, Realistic/Sim, Casual, Action","50,000 .. 100,000",52,2016-Autumn
Team17 Digital Ltd,Unicube,356040,Sheltered,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","Indie, RPG, Strategy",FALSE,"Indie, Warfare, 2D, Difficult, Horror/Mystery, Unique-aspects, Sandbox/Building, Realistic/Sim, Fantasy, RPG, Single-Player, Unique-Style, Adventure, Strategy, Exploration","500,000 .. 1,000,000",81,2016-Autumn
Atomic Fabrik,Atomic Fabrik,439920,Royal Heroes,Under $1,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","Action, Casual, Indie, RPG, Simulation, Strategy",FALSE,"Layed-Back, 2D, Historical/Old-Times, Casual, Action, Unique-aspects, Fantasy, Realistic/Sim, Single-Player, RPG, Strategy","50,000 .. 100,000",79,2016-Autumn
TrerPlay,Edco Games,446380,Sophie's Curse,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Indie, Simulation",FALSE,"Indie, Casual, Inclusivity, Difficult, Strategy, Horror/Mystery, Unique-aspects, Realistic/Sim, Single-Player, Unique-Style, First Person, Exploration","100,000 .. 200,000",82,2016-Autumn
Alawar Casual,Alawar Casual,448400,Hidden Object 6-in-1 bundle,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Layed-Back, Casual, Puzzle, Single-Player, Adventure","20,000 .. 50,000",78,2016-Autumn
BRINK 3D,BRINK 3D,387400,C.R.E.E.P.S,Under $10,"Single-player, Steam Achievements, Family Sharing","Action, Indie, Strategy",FALSE,"Indie, Strategy, Action","0 .. 20,000",13,2016-Autumn
Surprise Attack ,Team Chesster,352050,Chesster,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Indie, Simulation",FALSE,"Indie, Puzzle, Strategy, Realistic/Sim","0 .. 20,000",75,2016-Autumn
4 Door Lemon Vision 1,4 Door Lemon,413480,101 Ways to Die,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Leaderboards, Family Sharing","Action, Casual, Indie, Strategy",FALSE,"Indie, Casual, Strategy, Action","0 .. 20,000",76,2016-Autumn
Back To Basics Gaming,Blazing Fanfish,449200,Calcu-Late,Under $1,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Indie, RPG",FALSE,"Indie, Adventure, RPG","500,000 .. 1,000,000",59,2016-Autumn
Wholetone Games,Wholetone Games,449040,Jesus Christ RPG Trilogy,Free,"Single-player, Partial controller support, Steam Cloud","Free to Play, RPG",FALSE,"Warfare, Casual, Mature, Inclusivity, Gore, Action, Horror/Mystery, Romance, Unique-aspects, Fantasy, RPG, Unique-Style, Comedy, Story-driven","100,000 .. 200,000",86,2016-Autumn
Moltenplay,Moltenplay,454190,Cubicolor,Under $10,"Single-player, Steam Achievements, Family Sharing","Casual, Indie",FALSE,"Indie, Casual, Puzzle, Single-Player, Strategy","0 .. 20,000",92,2016-Autumn
Fish Factory Games,Paul Fisch,96100,Defy Gravity Extended,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","Action, Casual, Indie",FALSE,"Indie, Layed-Back, 2D, Casual, Inclusivity, Historical/Old-Times, Action, Difficult, Third Person, Puzzle, Multiplayer, Unique-aspects, Realistic/Sim, Single-Player, High-Quality, Shooter, Comedy, Sci-fi","1,000,000 .. 2,000,000",86,2016-Autumn
Sekai Project,IDHAS Studios,368150,Rising Angels: Hope,$10~$20,"Single-player, Family Sharing","Adventure, Casual, Indie",FALSE,"Indie, Casual, Inclusivity, Unique-Style, Adventure","0 .. 20,000",82,2016-Autumn
René Bühling,René Bühling,454330,A Room Beyond,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie",FALSE,"Indie, Casual, Horror/Mystery, Unique-aspects, Adventure","0 .. 20,000",76,2017-Autumn
Anchora Games,Anchora Games,299910,Forgotten Myths CCG,Free,"Single-player, Multi-player, Cross-Platform Multiplayer, In-App Purchases","Free to Play, Indie, Strategy",FALSE,"Indie, Puzzle, Strategy","20,000 .. 50,000",50,2016-Autumn
Havishamone Games,Havishamone Games,453790,Candice DeBébé's Incredibly Trick Lifestyle,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie, RPG",FALSE,"Indie, Inclusivity, 3D, Horror/Mystery, Romance, Unique-aspects, Exploration, RPG, Shooter, Single-Player, Unique-Style, High-Quality, Comedy, Adventure, Story-driven","20,000 .. 50,000",87,2016-Autumn
Dreadlocks Mobile,Dreadlocks Mobile,444770,Mimpi Dreams,Free,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Adventure, Indie",FALSE,"Indie, Layed-Back, Casual, 2D, Puzzle, Unique-aspects, Single-Player, High-Quality, Unique-Style, Comedy, Adventure","50,000 .. 100,000",93,2016-Autumn
Felix Wunderlich,Felix Wunderlich,395100,Systematic Immunity,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","Action, Adventure, Indie",FALSE,"Indie, Adventure, Layed-Back, Action","0 .. 20,000",82,2016-Autumn
SGS Team,SGS Team,372490,GROOVY,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","Action, Adventure, Indie, Racing, Sports, Strategy",FALSE,"Indie, Layed-Back, Casual, Historical/Old-Times, Third Person, Action, 3D, Puzzle, Unique-aspects, Sci-fi, Sports, Realistic/Sim, High-Quality, Other, Adventure, Strategy, Racing","50,000 .. 100,000",58,2016-Autumn
Warfare Studios,Warfare Studios,461380,A Princess' Tale,Under $1,"Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, Indie, RPG",FALSE,"Indie, Adventure, Casual, RPG","50,000 .. 100,000",57,2016-Autumn
SA Industry,EGAMER,467950,Survive in Space,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Adventure, Casual, Indie, RPG",FALSE,"Indie, Casual, Action, Sci-fi, RPG, Shooter, Unique-Style, Adventure","200,000 .. 500,000",68,2016-Autumn
